"pregunta","respuesta","contexto","archivo"
"¿Qué opciones de alojamiento existen en Valencia para teletrabajadores?","En Valencia, existen opciones como Singular Stays, que ofrece apartamentos por días, semanas o meses en diferentes ubicaciones de la ciudad. También puedes encontrar colivings como MyCo Living, que proporciona viviendas equipadas con espacios comunes.","Tienen apartamentos en los principales lugares de la ciudad, desde el barrio de Ruzafa hasta la Ciudad de las Artes y las Ciencias, pasando, por supuesto, por la zona centro.
Si lo que buscas es un coliving en el que trabajar y alojarte con las comodidades de vivir solo pero con compañía, en MyCo Living es justo lo que ofrecen: viviendas totalmente equipadas con habitaciones individuales o compartidas con espacios comunes como la cocina o las salas de estar.","Articulos del blog/teletrabajar-en-valencia.txt"
"¿Qué actividades náuticas puedo realizar en Valencia?","En Valencia, puedes realizar actividades náuticas como cursos de navegación, salidas en veleros, motoras, barcos sin licencia, motos de agua y banana boat ride.","Aprovecha que estás en la costa para hacer actividades náuticas y, por qué no, sacarte algún título para navegar por tu cuenta. La empresa Alfa Náutica, además de cursos de navegación ofrece desde salidas con veleros, motoras, barcos sin licencia, motos de agua hasta los divertidos banana boat ride.","Articulos del blog/teletrabajar-en-valencia.txt"
"¿Qué ciudades cercanas a Valencia puedo visitar?","Puedes visitar ciudades llenas de historia como Xàtiva, Sagunto, Cullera, Gandia, Penyíscola o Bocairent.","Pero todo esto es una pequeña muestra, porque te esperan otras ciudades llenas de historia como Gandia, por donde también pasaron los Borgia y donde puedes visitar su Palacio Ducal, Penyíscola o Bocairent, por citar algunos ejemplos.","Articulos del blog/teletrabajar-en-valencia.txt"
"¿Qué ofrece The Orange Guide para teletrabajadores en Valencia?","The Orange Guide se encarga de buscar todo lo que necesitas para teletrabajar en Valencia, incluyendo el alojamiento, el espacio para trabajar e incluso la cena.","Si no tienes tiempo para organizar nada no te preocupes, que aquí se ocupan por ti. Te buscan todo lo que necesitas para teletrabajar en València: el alojamiento, el espacio para trabajar e, incluso, te organizan la cena.","Articulos del blog/teletrabajar-en-valencia.txt"
"¿Quién fue Javier Goerlich?","Javier Goerlich fue el arquitecto mayor de Valencia durante 25 años, responsable de la remodelación, construcción y diseño de calles y edificios que definieron el perfil de la ciudad. Era hijo de Franz Goerlich, cónsul del Imperio austrohúngaro, y de la valenciana Asunción Lleó.","La ciudad de València, tal y como la conocemos y la vivimos hoy en día, no puede entenderse sin la figura de Javier Goerlich. Hijo de Franz Goerlich, cónsul del Imperio austrohúngaro en la capital del Turia y de la valenciana Asunción Lleó, ejerció durante 25 años como arquitecto mayor de València, siendo responsable de la remodelación, construcción y diseño de calles y edificios que definieron el perfil de la ciudad.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Qué tipo de revolución lideró Javier Goerlich en Valencia?","Javier Goerlich lideró una revolución urbanística que transmitía la historia y la vida cotidiana de la ciudad. Ideó y diseñó la remodelación del centro histórico de Valencia con dos claves: belleza y usabilidad. Moldeó una ciudad para reflejar los cambios sociales del momento y adaptarse a las necesidades de la población.","Goerlich lideró una revolución urbanística que transmite la historia y la vida cotidiana de una ciudad. Ideó y diseñó la remodelación del centro histórico de València con dos claves: belleza y usabilidad. Moldeó una ciudad para reflejar los cambios sociales del momento y adaptarse a las necesidades de la población.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Qué estilos arquitectónicos caracterizan la obra de Goerlich?","Los estilos que caracterizan la obra de Goerlich son el ecléctico, neobarroco valenciano, neogótico, casticista y racionalista.","Los estilos ecléctico, neobarroco valenciano, neogótico, casticista y racionalista, dan forma a un recorrido con el sello personal de uno de los mejores arquitectos del siglo XX y en un momento histórico de grandes y prósperos cambios en la ciudad.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Dónde puedo ver la Casa Niederleytner diseñada por Goerlich?","La Casa Niederleytner se encuentra en la esquina de las calles Pascual y Genís y Martínez Cubells, y actualmente es la sede del hotel Palacio Santa Clara.","Uno de los más bellos ejemplos es sin duda la Casa Niederleytner (1916), en la esquina de las calles Pascual y Genís y Martínez Cubells, y sede hoy del hotel Palacio Santa Clara.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Qué edificio diseñado por Goerlich se considera el 'Flatiron building' de Valencia?","El edificio del Banco de Valencia (1942), en la calle Pintor Sorolla, se considera el 'Flatiron building' de Valencia. Fue un proyecto original de Francisco Almenar Quinzá, al que posteriormente se añadió Javier Goerlich Lleó.","A tan solo unos metros de allí, el edificio del Banco de Valencia (1942) es el emblema de la calle Pintor Sorolla, el Flatiron building de Valencia, un proyecto original de Francisco Almenar Quinzá, al que posteriormente se añadió Javier Goerlich Lleó.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Qué edificios de la Plaza del Ayuntamiento de Valencia fueron proyectados por Goerlich?","En la Plaza del Ayuntamiento, Goerlich proyectó los edificios Oltra (1927), el del Banco Vitalicio de España (1928), el Gras Bianqui y el Barrachina (ambos de 1930).","La propia plaza del Ayuntamiento de València, cuya reforma proyectó también Goerlich entre 1933 y 1936, cuenta con varios edificios proyectados por él, con un estilo claramente identificable. Hablamos de los edificios Oltra (1927), en el número 4 y sede del hotel Meliá Plaza; el del Banco Vitalicio de España (1928), en el número 29; el Gras Bianqui, en el número 7 o Barrachina, en el 2, ambos de 1930.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Dónde puedo encontrar el edificio Albors diseñado por Goerlich?","El edificio Albors se encuentra en el número 9 del Paseo de Ruzafa.","También encontrarás su firma en el edificio Albors (1928), en el número 9 del Paseo de Ruzafa.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Dónde se encuentra el antiguo Cine Metropol, diseñado por Goerlich?","El antiguo Cine Metropol, diseñado por Goerlich, se encuentra en la calle Hernán Cortés.","En la calle Hernán Cortés, el estilo racionalista art-decó del antiguo Cine Metropol (1934) se ha convertido en todo un emblema de la ciudad que ha sido inmortalizado incluso en postales turísticas.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Dónde puedo ver el edificio Roig Vives diseñado por Goerlich?","El edificio Roig Vives se encuentra en la calle Xàtiva, 4.","La misma línea decó se advierte en el edificio Roig Vives (1944), en la calle Xàtiva, 4.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Dónde está ubicada la Casa del Médico, una de las obras de Goerlich?","La Casa del Médico está ubicada en la avenida del Puerto, 24.","Uno de los más curiosos y bellos ejemplos de la obra de Javier Goerlich es sin duda la Casa del Médico, en la avenida del Puerto, 24.","Articulos del blog/tras-los-pasos-de-javier-goerlich-arquitecto-diseno-nueva-valencia.txt"
"¿Por qué Valencia fue nombrada Capital Mundial del Diseño en 2022?","Valencia fue nombrada Capital Mundial del Diseño en 2022 debido a su singularidad y el valor que da al trabajo de sus artesanos y artistas.","València es, casi sin quererlo, una ciudad de diseño, y cada vez son más los que buscan esa singularidad y ponen en valor el trabajo de sus artesanos y artistas. No en vano la ciudad es en 2022 Capital Mundial del Diseño.","Articulos del blog/un-dia-de-diseno-en-valencia-por-el-ensanche-y-ruzafa.txt"
"¿Qué se puede encontrar en el barrio de Ruzafa?","En el barrio de Ruzafa se pueden encontrar restaurantes singulares, pequeñas galerías de arte, tiendas de diseño y vintage.","Con el estómago lleno no hay nada mejor que un paseo a pie por una de las zonas más de moda en la ciudad, el barrio de Ruzafa, en el que restaurantes singulares conviven con pequeñas galerías de arte, tiendas de diseño y vintage.","Articulos del blog/un-dia-de-diseno-en-valencia-por-el-ensanche-y-ruzafa.txt"
"¿Qué producto típico valenciano se puede comprar en Utopick?","En Utopick, se pueden comprar chocolates artesanos made in València, como tabletas personalizadas o cajas de bombones.","Los más golosos tendrán una parada obligatoria en Utopick, la tienda de chocolates artesanos made in València que ya son famosos en todo el país. Una tableta personalizada o una caja de sus “bombetes” serán el regalo más dulce que puedes llevarte de la ciudad.","Articulos del blog/un-dia-de-diseno-en-valencia-por-el-ensanche-y-ruzafa.txt"
"¿Dónde se puede disfrutar de una propuesta gastronómica con una estrella Michelin en Valencia?","Se puede disfrutar de una propuesta gastronómica con una estrella Michelin en el restaurante La Salita, liderado por la chef Begoña Rodrigo.","Ubicado en un elegante edificio de dos alturas del siglo XVIII, el restaurante La Salita, con una estrella Michelin y dos soles Repsol, ofrece una propuesta gastronómica para despertar los cinco sentidos de la mano de Begoña Rodrigo, una de las mejores chefs de la ciudad.","Articulos del blog/un-dia-de-diseno-en-valencia-por-el-ensanche-y-ruzafa.txt"
"¿Qué tipo de comercios se encuentran en el Ensanche de Valencia?","En el Ensanche de Valencia, especialmente en la zona entre la calle Colón y la Gran Vía Marqués del Turia, se encuentran comercios de renombre, como joyerías de alta calidad como Sie7e Jewels Gallery.","Simplemente cruzando la avenida Reino de València, pasamos de Ruzafa al Ensanche, una de las zonas más señoriales de la ciudad, poblada de edificios modernistas y comercios de renombre. La zona comprendida entre la calle Colón y la Gran Vía Marqués del Turia es además una de las zonas de shopping más importantes de València. Uno de los mejores ejemplos de este comercio de calidad es Sie7e Jewels Gallery, una empresa familiar dedicada a la alta joyería con diseños únicos que conciben cada pieza como una auténtica obra de arte.","Articulos del blog/un-dia-de-diseno-en-valencia-por-el-ensanche-y-ruzafa.txt"
"¿Qué actividades se pueden realizar en el Mercado Colón?","En el Mercado Colón se puede tomar el aperitivo, disfrutar de la gastronomía de diferentes cocineros en bares y restaurantes, y admirar su arquitectura.","Reinando majestuoso en el centro del barrio del Ensanche encontramos el Mercado Colón. Este antiguo mercado rehabilitado y reconvertido en gastromarket es uno de los puntos de encuentro preferidos por los valencianos para tomar el aperitivo, además de una de las joyas arquitectónicas de la ciudad.","Articulos del blog/un-dia-de-diseno-en-valencia-por-el-ensanche-y-ruzafa.txt"
"¿Dónde puedo encontrar artesanía de porcelana en Valencia?","Puedes encontrar artesanía de porcelana de la firma Lladró en su tienda ubicada en la C/Poeta Querol 9.","De camino al que se conoce como el “soho valenciano” encontramos el escaparate de Lladró, una firma conocida en el mundo entero por sus figuritas de porcelana. Artesanía made in València que lleva decorando hogares desde 1953 y que hoy en día se ha convertido en una insignia de diseño y lujo.","Articulos del blog/un-dia-de-diseno-en-valencia-por-el-ensanche-y-ruzafa.txt"
